text,sentiment
 I`m just following you because we`re both wearing Converse,neutral
 I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,neutral
A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!,negative
wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,positive
"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",neutral
Rs1050 have been deducted from my account twice for yearly subscription but in the app its showing that i have not purchased any subscription yet,negative
"What are some good places to eat in Los Angeles, want to try something different today",neutral
 me because I might not have enough money for college!!!,negative
 It didn`t start as a long message ... It just got longer when I wrote it,neutral
 k its 3 slices left,neutral
Best one so fall... love it more than Keep Notes... I don't accidentaly loose menus etc and keeping track of sub-lists is easier.,positive
@_Bella_Cullen13  _Cullen26  _Cullen10  These are my family girls  love u guys *smiles*,positive
The sync feature doesn't work.,neutral
Got a new phone and app now won't allow me to hit sign in button. Customer service is very slow to respond to help. Love the app for last 2 / 3 yrs but not being able to use now is not worth my $$$ paid for it & to think it just renewed,negative
"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",positive
"wish i am not able to edit anything in past for future events. if i am crrating any habbit same day onwards, i still can able to edit in past events!",neutral
some of my new followers are pretty cool peeps; check `em out.,positive
I had my hair in a messy ponytail all day & I took it out just now and it looks really nice (: but still messy,neutral
 Like you`re not enjoying the hell out if it.,neutral
" I hate doing em, but get dragged here by ... at least it`s a beautiful day",neutral
"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it",positive
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",positive
"yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral
Such a amazing app. Keep track of ur life.,positive
went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.,negative
"'Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions' But I luv r little chats J, dont leave me",positive
Got a deadline to meet!!! No TGIF for me,negative
Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ,neutral
frustrated by my stupid iPhone I need a blackberry!!!!,negative
This is the best app ever!.... it helps me manage my time when im doing my online homework and not get distracted!! I tend to procrastinate a lot of times so i know for a fact this app is the best,positive
at least I get to watch over time  Let`s go Pens!!,neutral
 oh yes. There was no feasts left,neutral
 good morning,positive
"Main issues to solve: 1) in the icon app there isn't the indication of current day. Would be very useful to have it instead of the standard BC violet icon 2) there isn't the possibility to set two different time zone in the fields ""from"" and ""to"" in the same event. It would be very useful to set fights event with different time zone. 3)the location link should be synchronised with Google maps results, not with the contacts, in order to have the right response for the addresses. Please update",negative
 sure i can talk....the fabulous **** part though is out  sorry dear,neutral
 xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,positive
http://twitpic.com/4wppn - This is how wild at down and derby... TRNDS3TRS,neutral
" yes, actually, I am. When I`m home, moms does the laundry & I do the babysitting. She broke something that didn`t need 2 b fixed",neutral
"  Yes, you should go see Star Trek!  It`s sooooo much fun!",positive
"24 hrs shouldn't be extra cost, can't import from my Google calendar and too many left and right arrows, confusing, too few colours for the sectors.",negative
"App looks great. UI is wonderful and the feature it have , they all are useful. Only problem because of which I uninstalled the app was simple and basic features like recurring task creations are made premium. Switching to tick tick for the same reason.",neutral
Repeating previous posts- don't bother with the free version if you cannot pay the premium. It's just a shell not worth the space it requires.,neutral
"A good way to manage my busy schedule, I particularly like having a separate task bar... but would so like to be able to delete or adjust one of todays events without deleting/changing all upcoming ones.",positive
feels like warm things,neutral
"like spirits in the night ooooh night, quï¿½ grande ere mr. springsteen",positive
"hey guys  we just wanted to announce a marathon! so, let`s just say...GET READY FOR A COUPLE EPISODES!",neutral
Today I`m working on my 'Quirky Q' cue or maybe it will become a concerto,neutral
just woke up...dont want to go into work at 4,negative
"Just installed and trying out (I'll update along with my experiences). UI/UX is pleasant and clear. Looks promising. Love the Free full-featured & Premium accessory-features philosophy; I'll pay later on to support development. ISSUES: 1) can't change start-date & repetition of a habit; if it'll break history data, at least allow duplication 2) would expect SCHEDULED days to be colored/marked in the single habit calendar, as future overview; not just as achievement overview. ## So far, good job!",positive
happy mothers day to all moms out there!!,positive
"So glad I found this. Hope it keeps working the way it does, I just installed it. Just keeps getting better and better so far I absolutely love it :)",positive
_n Where can I get some?,neutral
